split,statement_id,original_label,label,label_name,statement,subject,speaker,speaker_job,state_info,party_affiliation,context,text_length_chars,text_length_words
train,12209.json,false,0,not_credible,votes got think spent average two bucks pop compared bucks incumbent milwaukee county executive chris abele,campaign-finance,chris-larson,Wisconsin Senate Minority Leader,Wisconsin,democrat,a press release,107,16
train,2235.json,mostly-true,1,credible,unemployment college educations percent unemployment college education percent,"economy,education,abc-news-week",laura-tyson,Professor at the Haas School of Business at the University of California (Berkeley),California,democrat,"an interview on ABC's ""This Week with Christiane Amanpour''",78,8
train,9839.json,mostly-true,1,credible,latest jobs numbers wisconsin ranked third midwest,"jobs,message-machine-2014",scott-walker,Milwaukee County Executive,Wisconsin,republican,a campaign television ad,50,7
train,2077.json,true,1,credible,first professional baseball team ohio city,baseball,yvette-mcgee-brown,Ohio Supreme Court justice,Ohio,democrat,speech on urban issues,42,6
train,20.json,true,1,credible,im threestate political solution iraq romney,iraq,sam-brownback,U.S. senator,Kansas,republican,,44,6
train,8209.json,true,1,credible,says unlike texas missouri perfect aaa credit rating,"economy,state-budget,state-finances,states",jay-nixon,Governor,Missouri,democrat,a radio advertisement,52,8
train,1780.json,mostly-true,1,credible,president authorize killing us citizen fights foreign terrorist organization,"afghanistan,human-rights,legal-issues,military,terrorism,abc-news-week",joe-lieberman,Senator,Connecticut,independent,a press conference,76,9
train,2249.json,barely-true,0,not_credible,republican leaders congress pushing make privatizing social security key part legislative agenda win majority congress fall,social-security,barack-obama,President,Illinois,democrat,his weekly address,123,16
train,9591.json,false,0,not_credible,rebuild america jobs act would cost average american family year making significant impact fix infrastructure roads,"economy,jobs",monica-wehby,Pediatric neurosurgeon,Oregon,republican,an economic issues statement,115,16
train,8566.json,mostly-true,1,credible,medicare part far expensive affordable care act unlike act never budgeted,"congress,federal-budget,health-care",facebook-posts,Social media posting,,none,an image shared on Facebook,73,11
train,2948.json,mostly-true,1,credible,rhode island spends less percent average state spends promoting tourism,"economy,state-budget,states,taxes",mark-brodeur,Director of Tourism,Rhode Island,state-official,a Providence Journal story,71,10
train,8298.json,false,0,not_credible,car crashes occur year current congested columbia river bridge,"infrastructure,transportation",dennis-richardson,state representative,Oregon,republican,a newsletter.,62,9
train,10694.json,pants-fire,0,not_credible,says president ronald reagan month job creation million,jobs,george-will,Columnist,Maryland,columnist,an appearance on Fox News Sunday,55,8
train,11354.json,barely-true,0,not_credible,weve examples like yuma county weve able stop percent illegal immigration flow programs abolish,immigration,ben-carson,,,republican,"an interview on ABC's ""This Week""",95,14
train,8767.json,mostly-true,1,credible,make average amount people wisconsin got less week taxes state incometax cut didnt show paycheck,"state-budget,taxes",kathleen-vinehout,,,democrat,a speech,96,15
train,3398.json,barely-true,0,not_credible,says statistical reality single moms poor undereducated cant get job werent government assistance kids would starving death,"children,economy,education,families,health-care,hunger,income,jobs,labor,marriage,poverty,women,workers",mike-huckabee,author,Arkansas,republican,a post on his PAC's website,123,17
train,44.json,mostly-true,1,credible,bill richardson passed first law nation giving national guard soldiers life insurance,military,bill-richardson,Governor,New Mexico,democrat,a TV ad.,85,12
train,11763.json,true,1,credible,boston minutes away offering subsidies developers charge higher rent get providence construction costs less equal result boston skyline completely dominated cranes,"state-budget,taxes",david-sweetser,,,none,an interview,163,21
train,9209.json,false,0,not_credible,last couple days notices sent officials ukraine jews one city indicating identify jews,"corrections-and-updates,foreign-policy,religion",john-kerry,Secretary of State,Massachusetts,democrat,a speech,86,13
train,3012.json,mostly-true,1,credible,highest corporate tax rates world right,taxes,pat-toomey,Candidate for U.S. Senate,Pennsylvania,republican,"an interview on NBC's ""Meet the Press""",39,6
train,6367.json,true,1,credible,judicial system underfunded state able pay percent obligations meanwhile judges get richest pensions public employees,pensions,shirley-turner,State senator ,New Jersey,democrat,a speech on the State Senate floor,117,15
train,987.json,false,0,not_credible,cant read speech george washington without hearing reference god almighty,"pundits,religion",rush-limbaugh,Radio host,,none,a radio broadcast,73,10
train,6069.json,barely-true,0,not_credible,says jeff wentworth bending rules used campaign contributions lease luxury cars,"candidates-biography,ethics,transportation",connservative-republicans-texas-pac,Political action committee,Texas,republican,a PAC website.,79,11
train,7415.json,false,0,not_credible,says oregons legislature simply authorizes million crc leave oregon holding bag great deal cost responsibility,"debt,economy,environment,infrastructure,state-budget,transportation",bob-stacey,Metro councilor,Oregon,democrat,in a memo,110,15
train,9579.json,mostly-true,1,credible,cut property taxes seniors middle class,taxes,charlie-crist,,Florida,democrat,campaign commercial,39,6
train,6746.json,barely-true,0,not_credible,eight million americans dropped work force since barack obama became president real unemployment rate percent,"economy,jobs,message-machine-2012",restore-our-future,super PAC,,republican,a campaign ad,109,15
train,9331.json,false,0,not_credible,david dewhursts leadership texas senate passed expansion instate tuition free health care illegal immigrants,"education,health-care,immigration,voting-record",dan-patrick,Lieutenant governor-elect,Texas,republican,a TV ad,108,14
train,10109.json,false,0,not_credible,photos prove denver light rail system low ridership,"corrections-and-updates,florida,taxes,transportation",no-tax-tracks,,,organization,a debate about Greenlight Pinellas,51,8
train,4938.json,true,1,credible,rhode island already gets revenue per capita gambling state country,"gambling,state-budget",eugene-mckenna,"President, Citizens Concerned About Casino Gambling",Rhode Island,newsmaker,a news story,67,10
train,7653.json,true,1,credible,says packaday smoker quits tax increase save year,"public-health,taxes",nancy-nathanson,Representative in the Oregon House,Oregon,democrat,a House floor speech.,49,8
train,6364.json,barely-true,0,not_credible,says us senate candidate eric hovde problem raising taxes,"federal-budget,message-machine-2012,taxes",club-growth,,,none,a television ad,57,9
train,5203.json,pants-fire,0,not_credible,rick santorum says rick perry requested earmarks governor texas,"congress,federal-budget",rick-santorum,,Pennsylvania,republican,comment to reporters.,63,9
train,931.json,pants-fire,0,not_credible,nancy pelosi wants windfall tax retirement income,taxes,chain-email,,,none,Internet attack,49,7
train,11739.json,barely-true,0,not_credible,get practically nothing compared cost keeping us military forces south korea,"foreign-policy,military",donald-trump,President-Elect,New York,republican,"an interview with NBC's ""Meet the Press"" in Ottumwa, Iowa",76,11
train,5158.json,false,0,not_credible,us rep stephen fincher working farmer currently serving house,agriculture,corn-commentary,Blog of the National Corn Growers Association,,organization,blog post about farm bill. ,61,9
train,10045.json,false,0,not_credible,milwaukee police firefighters routinely getting percent raises annually everybody else either getting zero one percent raises,workers,nik-kovac,Milwaukee Alderman,Wisconsin,none,a TV interview,125,16
train,10555.json,mostly-true,1,credible,veterans year committing suicide serious problem,"public-health,veterans",johnny-isakson,U.S. Senator,Georgia,republican,an Associated Press news story,48,6
train,10363.json,false,0,not_credible,disney looking build disney world came miami told disney take hike,"county-government,history,recreation",dennis-moss,Miami-Dade County Commissioner,Florida,democrat,"in an interview with the ""Miami Herald""",66,11
train,2378.json,true,1,credible,dont understand republicans idea john mccain introduced cap trade legislation three times,"cap-and-trade,climate-change",john-boccieri,Former member of Congress,Ohio,democrat,an interview,89,12
train,4697.json,false,0,not_credible,gov scott walkers plan freeze pay state employees includes percent raise,state-finances,blog-posting,,,none,blog posts,72,11
train,10076.json,false,0,not_credible,district attorney susan happ took shady land deal man charged multiple felony counts sexual assault offered deferred prosecution,criminal-justice,republican-party-wisconsin,,Wisconsin,republican,a campaign news release,128,18
train,13516.json,false,0,not_credible,wisconsin voters turned away states strict voter id law presidential election,"civil-rights,elections,legal-issues,states",tweets,,,none,tweets,77,11
train,9543.json,true,1,credible,dan patrick state senator voted veteran entrepreneurship program program assists veterans successfully starting businesses,veterans,leticia-van-de-putte,Pharmacist,Texas,democrat,her speech to the Texas Democratic Party state convention,122,14
train,9643.json,mostly-true,1,credible,tourism retirees dominant economic engines state,"economy,retirement,tourism",nan-rich,candidate for governor,Florida,democrat,a speech to the Florida Press Association,48,6
train,10471.json,pants-fire,0,not_credible,sheriffs call obamas lynching leader meets gop senators,immigration,urban-intellectuals,,,democrat,an article posted on Urban Intellectuals,55,8
train,7672.json,false,0,not_credible,proposed immigration legislation would give new immigrants taxpayerfunded cellular phone,"immigration,welfare",blog-posting,,,none,blog posts on the Internet,88,10
train,4739.json,barely-true,0,not_credible,youre paying forstate sen diane allens health care took away,"candidates-biography,health-care,state-budget",carl-lewis,Olympic medalist,New Jersey,democrat,a video posted on YouTube,60,10
train,11594.json,false,0,not_credible,illegal immigrants mow grass around texas capitol,"economy,immigration,jobs",facebook-posts,Social media posting,,none,a Facebook comment,49,7
train,9027.json,true,1,credible,blueprint prosperity signed law delivered billion tax relief,"job-accomplishments,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,a statement to reporters,60,8
train,8544.json,false,0,not_credible,obama national debt reduced every year last five years,debt,al-sharpton,,New York,democrat,"a segment on MSNBC's ""PoliticsNation""",54,9
train,6641.json,true,1,credible,since private economy produced million privatesector jobs whats jobs score republicans million democrats million,"economy,history,jobs",bill-clinton,former president,Arkansas,democrat,"a speech to the Democratic National Convention in Charlotte, N.C.",112,14
train,2847.json,true,1,credible,law right permits companies close american factories offices move jobs overseas take tax deduction costs associated moving jobs china india wherever,"economy,jobs,taxes",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,a speech on the Senate floor.,148,21
train,12724.json,barely-true,0,not_credible,clinton said iran could enrich uranium said shes always argued,foreign-policy,mitch-mcconnell,Senate minority leader,Kentucky,republican,a speech at the Republican National Convention,62,10
train,2021.json,barely-true,0,not_credible,says rep ken legler voted installing fire sprinklers emergency power generators nursing homes,"housing,retirement",boyd-richie,Texas Democratic Party chair,Texas,democrat,an e-mail,93,13
train,6727.json,mostly-true,1,credible,fifty percent kids coming school cant get job,"education,jobs",mitt-romney,Former governor,Massachusetts,republican,a private campaign fundraiser,45,8
train,11082.json,barely-true,0,not_credible,months deal would give iran billion billion billion economy like trillion flowing united states treasury,"foreign-policy,nuclear",ron-dermer,Israeli ambassador to the United States,,none,a speech to a pro-Israel Christian group,104,15
train,8223.json,true,1,credible,americans spend billion billion hours per year complying tax code,"financial-regulation,government-regulation,taxes",tom-price,Congressman,Georgia,republican,Twitter posts,65,10
train,11353.json,barely-true,0,not_credible,tax policies george w bush created dynamic effect high growth,"economy,taxes",jeb-bush,,Florida,republican,"an interview on ""Fox News Sunday""",61,10
train,10049.json,false,0,not_credible,unemployment rate young people percent high percent today,"economy,job-accomplishments,jobs,workers",michelle-obama,,Illinois,democrat,a speech,57,8
train,4344.json,false,0,not_credible,publicemployee unions spent million wisconsin unsuccessfully trying flip state senate democratic control,"campaign-finance,elections,state-budget",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,a television interview,104,12
train,11695.json,barely-true,0,not_credible,says president barack obamas homeland security budget million fight climate change didnt line item fight violent extremism,"climate-change,federal-budget,homeland-security,terrorism",sean-duffy,Member of the U.S. House,Wisconsin,republican,an interview,122,17
train,7932.json,false,0,not_credible,crimes recorded per population uk compared violent crimes per united states,"crime,foreign-policy,guns",blog-posting,,,none,a meme on social media,75,11
train,5415.json,barely-true,0,not_credible,president could gotten crippling sanctions iran,"foreign-policy,nuclear",mitt-romney,Former governor,Massachusetts,republican,"in a Republican presidential debate in Mesa, Ariz.",47,6
train,3444.json,mostly-true,1,credible,says majority americans support gay marriage,"gays-and-lesbians,marriage",anne-hathaway,,,none,a letter to President Barack Obama,44,6
train,6766.json,mostly-true,1,credible,says obama adviser david plouffe took large piles cash joint venture partner company owned irans revolutionary guard,"candidates-biography,foreign-policy,message-machine-2012",secure-america-now,,,none,a TV ad,116,17
train,10321.json,pants-fire,0,not_credible,texas house speaker joe straus said care wallace hall swings tree,states,wallace-hall,Businessman,Texas,republican,a speech,65,11
train,11234.json,false,0,not_credible,one gop candidates discussed theyd address rising cost college,education,hillary-clinton,Presidential candidate,New York,democrat,a tweet,62,9
train,3958.json,mostly-true,1,credible,state sen alberta darling voted add billion additional spending cutting programs education health care,"education,health-care,state-budget",sandy-pasch,"State Assembly member, 22nd District",Wisconsin,democrat,a news release,102,14
train,11961.json,false,0,not_credible,werent illegal immigration wouldnt even big subject,immigration,donald-trump,President-Elect,New York,republican,comments during the CNN debate,51,7
train,2463.json,false,0,not_credible,million stimulus allocation wisconsin led creation tens thousands jobs every corner state,"job-accomplishments,stimulus",tom-nelson,,Wisconsin,democrat,a radio interview,89,12
train,6987.json,barely-true,0,not_credible,says mitt romney clear would provide government assistance us auto companies even went bankruptcy,"debates,jobs",barack-obama,President,Illinois,democrat,the final debate,97,14
train,430.json,false,0,not_credible,obama supports hatecrimes expansion potentially putting churches risk preach truth homosexuality,"civil-rights,crime,gays-and-lesbians,religion",focus-family-action,,,none,an article written by Tom Minnery,96,11
train,974.json,mostly-true,1,credible,employee free choice act mandates elimination secret ballot,workers,arlen-specter,Senator,Pennsylvania,democrat,a speech on the Senate floor,59,8
train,425.json,false,0,not_credible,democrats budget resolution would raise americas tax bill billion,federal-budget,john-mccain,U.S. senator,Arizona,republican,a poll on McCain's Web site,65,9
train,5334.json,mostly-true,1,credible,commercial property tax providence second highest country behind detroit,"city-budget,economy,taxes",lincoln-chafee,,Rhode Island,democrat,a news show,72,9
train,595.json,false,0,not_credible,barack obama wants restore estate tax george w bush repealed,taxes,chain-email,,,none,a chain e-mail,60,10
train,10802.json,false,0,not_credible,young black males involved criminal justice system higher education,"census,criminal-justice,education",ben-carson,,,republican,a speech,67,9
train,9299.json,mostly-true,1,credible,small majority americans dont think like affordable care act large majority americans dont want away protections affordable care act,"health-care,polls",hillary-clinton,Presidential candidate,New York,democrat,a keynote speech,132,19
train,9070.json,false,0,not_credible,greenlight pinellas transportation plan involves tax increase,"taxes,transportation",no-tax-tracks,,,organization,on their website,61,7
train,10026.json,mostly-true,1,credible,says rick scott signed laws requiring mandatory ultrasounds restricting access abortion even cases rape incest,"abortion,health-care,women",charlie-crist,,Florida,democrat,a TV ad,110,15
train,3556.json,mostly-true,1,credible,says average billion added national debt every day,federal-budget,saxby-chambliss,U.S. Senator,Georgia,republican,an op-ed,50,8
train,11392.json,pants-fire,0,not_credible,percent crime committed estimate percent population,"corrections-and-updates,crime,criminal-justice,population",dan-patrick,Lieutenant governor-elect,Texas,republican,"an interview by David Brown, host of the Texas Standard",51,6
train,2939.json,mostly-true,1,credible,state less employees year last year,government-efficiency,bill-montford,State Senator,Florida,democrat,comments to a newspaper.,35,6
train,3067.json,true,1,credible,men serving afghan armed forces never driven vehicle,afghanistan,marco-rubio,U.S. Senator,Florida,republican,comments to reporters.,52,8
train,7375.json,true,1,credible,economy actually shrank last three months,"economy,jobs",marco-rubio,U.S. Senator,Florida,republican,the Republican response to the State of the Union Address,41,6
train,8997.json,mostly-true,1,credible,says million people still suffer slavery today,"criminal-justice,foreign-policy,labor,workers",steve-mcqueen,,,none,an acceptance speech at the Academy Awards,46,7
train,1393.json,mostly-true,1,credible,close half folks country illegally entered legally overstayed visas,"florida,immigration",marco-rubio,U.S. Senator,Florida,republican,an interview with Glenn Beck,67,9
train,5348.json,false,0,not_credible,youre supposed throw away shoes ifmercury broken cfl light bulb gets,energy,bob-marshall,State delegate,Virginia,republican,a legislative hearing.,68,11
train,381.json,false,0,not_credible,john mccain consistent pattern ducking important environmental votes,environment,sierra-club,,,none,a letter from Sierra Club executive director Carl Pope to supporters,68,8
train,10067.json,barely-true,0,not_credible,iowa fourth fastestgrowing personal income united states nationally real wage decreased past eight years congressman bruce braley percent,"economy,workers",joni-ernst,U.S. senator,Iowa,republican,a debate,137,18
train,12161.json,false,0,not_credible,saysted cruz distributed ad showing nude melania trump rug,"campaign-finance,candidates-biography,elections,legal-issues,campaign-advertising,pop-culture",donald-trump,President-Elect,New York,republican,an interview on CNN,58,9
train,5399.json,mostly-true,1,credible,says mitt romney supports plan slowly gradually raise retirement age social security,social-security,chris-redfern,Chairman of the  Ohio Democratic Party,Ohio,democrat,a news release,84,12
train,13091.json,mostly-true,1,credible,latinos nevada support educational savings accounts helping students access better schools catherine cortez masto,education,libre-initiative,,,organization,a digital ad,113,14
train,9981.json,false,0,not_credible,scott walker elected governor promise take campaign contributions date inauguration signing state budget broke taking nearly million,"campaign-finance,elections,state-budget",one-wisconsin-now,,Wisconsin,organization,a news release,132,17
train,4785.json,mostly-true,1,credible,governor state percent closest races house history youre dealing like want make,"elections,redistricting",robert-hagan,State representative,Ohio,democrat,an interview with Ohio Capital Blog’s Marc Kovac,79,12
train,304.json,true,1,credible,africanamerican country today likely net worth percent white families,poverty,john-edwards,former senator,North Carolina,democrat,"a debate in Myrtle Beach, S.C.",69,9
train,12344.json,true,1,credible,closing tobacco loophole would save missouri taxpayers,"public-health,state-budget",chris-koster,Attorney general of Missouri,Missouri,democrat,a tweet,54,7
train,9011.json,mostly-true,1,credible,says vladimir putin said breakup soviet union greatest geopolitical tragedy th century,"foreign-policy,history",john-bolton,,,republican,comments on Fox News Channel,86,12
train,2770.json,barely-true,0,not_credible,says washingtons reach extends even telling us kind light bulb use,"legal-issues,market-regulation,technology",rick-perry,Governor,Texas,republican,a book.,66,11
train,9274.json,false,0,not_credible,health care premiums percent new hampshire,health-care,americans-prosperity,,,none,an ad,42,6
train,2998.json,true,1,credible,house speaker dean cannon says freshmen lawmakers account onethird member house twothirds chamber two years less experience,elections,dean-cannon,state House speaker,Florida,republican,a newspaper interview,123,17
train,1042.json,barely-true,0,not_credible,billions barrels oil beneath oceans alaska ample oil shale rocky mountain west democrats say american energy limits,energy,john-barrasso,Senator,Wyoming,republican,weekly Senate Republican radio address,115,17
train,11953.json,false,0,not_credible,mitt romney chose paul ryan vicepresidential running mate end romneys chances win,"candidates-biography,elections,medicare,social-security",donald-trump,President-Elect,New York,republican,a speech,81,12
train,8150.json,mostly-true,1,credible,says mitch mcconnell pushed wall street bailout us senate called senate finest,financial-regulation,matt-bevin,Investment manager,Kentucky,republican,a campaign ad,78,12
train,5296.json,pants-fire,0,not_credible,congressman scott desjarlais spending one year anniversary vacation working days january,"congress,congressional-rules,government-efficiency,job-accomplishments",democratic-congressional-campaign-committee,,,democrat,a press release.,88,11
train,1605.json,pants-fire,0,not_credible,democratic health care plan government takeover nearly percent economy,health-care,republican-party-florida,,,republican,a news release,70,9
train,4794.json,mostly-true,1,credible,cents every dollar us spends borrowed places like china,"economy,federal-budget,message-machine-2012",public-notice,,,none,a political ad,55,9
train,3315.json,false,0,not_credible,tim kaine wants thwart righttowork reform measures midwest battleground states,labor,christopher-peace,Delegate,Virginia,republican,a post on his Facebook page.,78,10
train,7710.json,pants-fire,0,not_credible,new virginia regulations abortion clinics provide sanitary environment expect dental offices,"abortion,public-health,market-regulation",susan-b-anthony-list,,,republican,a radio ad.,92,11
train,9203.json,mostly-true,1,credible,average women make cents every dollar men make,"economy,women",michelle-nunn,"Chief Executive Officer, Points of Light Foundation",Georgia,democrat,statements,46,8
train,9517.json,barely-true,0,not_credible,says charlie crist signed nations harshest marijuana laws,"crime,marijuana",progressive-choice,,,organization,a radio ad,57,8
train,6293.json,false,0,not_credible,used lineitem veto authority veto million dollars special interest spending budget year still smaller fiscal year budgets signed predecessor,"state-budget,state-finances",chris-christie,Governor of New Jersey,New Jersey,republican,a speech at the Brookings Institution,140,19
train,8349.json,mostly-true,1,credible,shutdown projected result billion costs economy per week,"economy,federal-budget",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,a tweet,56,8
train,10684.json,true,1,credible,says paid one dollar sweater kohls,candidates-biography,scott-walker,Milwaukee County Executive,Wisconsin,republican,a speech,34,6
train,6059.json,false,0,not_credible,says combined inflation unemployment rates october highest since ronald reagan succeeded jimmy carter,"economy,history,jobs",wes-riddle,"Theater owner, activist",Texas,republican,a speech.,101,13
train,9609.json,true,1,credible,black voter turnout exceeded rate white voter turnout even states strictest voter id laws,elections,jason-riley,"Editorial board member, Wall Street Journal",,none,"comments on Fox News' ""The Kelly File'",89,14
train,4324.json,false,0,not_credible,says texas schools massive increases class sizes rick perry governor,education,arne-duncan,U.S. Secretary of Education,Illinois,democrat,an interview.,68,10
train,2739.json,false,0,not_credible,paul workman wants raise sales tax,taxes,valinda-bolton,Texas House Representative,Texas,democrat,a mailer,34,6
train,5999.json,false,0,not_credible,says sen sherrod brown cast deciding vote government takeover health care,"health-care,message-machine-2012,voting-record",josh-mandel,Ohio treasurer,Ohio,republican,a campaign commercial,73,11
train,7979.json,mostly-true,1,credible,new hampshire percent democrats percent republicans percent gun owners percent nra households support background checks,"civil-rights,crime,guns",gabrielle-giffords,U.S. Representative,Arizona,democrat,an op-ed in USA Today,119,15
train,12458.json,pants-fire,0,not_credible,wanted keep private dont think anybodys business want send money vets,"candidates-biography,veterans",donald-trump,President-Elect,New York,republican,a press conference in New York ,69,11
train,8455.json,false,0,not_credible,secondmost gentrified zip code entire country,"housing,poverty,urban",daniel-llanes,Community activist,Texas,democrat,an opinion column,45,6
train,807.json,mostly-true,1,credible,percent tax filers owe income tax,taxes,john-mccain,U.S. senator,Arizona,republican,a television interview,33,6
train,12657.json,true,1,credible,says donald trump wants get rid federal minimum wage,"economy,jobs,labor,poverty,states,workers",hillary-clinton,Presidential candidate,New York,democrat,"a speech in Charlotte, N.C.",52,9
train,1498.json,mostly-true,1,credible,says stopped capital metro raising fares senior disabled citizens,disability,margaret-gomez,Precinct 4 Commissioner,Texas,democrat,a campaign flier.,65,9
train,2103.json,mostly-true,1,credible,marco rubios economic proposals add trillion federal deficit,"bush-administration,federal-budget,pundits,taxes",rachel-maddow,MSNBC host,,none,comments on her MSNBC show.,60,8
train,12731.json,barely-true,0,not_credible,million democrats deserted howard deans party joined party donald trump ohio year,economy,hugh-hewitt,,,republican,an MSNBC panel,81,12
train,4824.json,barely-true,0,not_credible,sent million border mexico form texas ranger recon teams,"immigration,state-budget",rick-perry,Governor,Texas,republican,"remarks at a campaign stop October 1, 2011, in New Hampshire",56,9
train,12933.json,true,1,credible,introducing donald trump former new york city mayor rudy giuliani omitted september strikes successful terrorist attack eight years president obamas election,terrorism,john-burton,California Democratic Party Chairman,California,democrat,in a press release,157,21
train,8276.json,true,1,credible,first meal surface moon holy communion,"history,pop-culture,religion,space",facebook-posts,Social media posting,,none,a Facebook post,38,6
train,6729.json,mostly-true,1,credible,since cases inperson voter fraud proven nationally,elections,naacp,,,organization,press release,50,7
train,4853.json,barely-true,0,not_credible,says mitt romney flipflopped supporting presidents recovery act,"message-machine-2012,stimulus",democratic-national-committee,,,none,a campaign ad,63,8
train,13193.json,true,1,credible,says philando castile stopped police times fatal incident,"criminal-justice,diversity",tim-kaine,U.S. Senator,Virginia,democrat,the vice presidential debate,57,8
train,9734.json,true,1,credible,cost us shut government keep open,"congress,deficit,economy,federal-budget,government-efficiency",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,a speech in Iowa,33,6
train,4186.json,mostly-true,1,credible,says tim pawlenty said era small government government proactive aggressive,"candidates-biography,government-efficiency",michele-bachmann,Congresswoman,Minnesota,republican,a prepared statement,75,10
train,9772.json,true,1,credible,says charlie crist rode jet belongs serial polluter history environmental violations fined nearly million polluting water,"climate-change,elections",republican-party-florida,,,republican,a campaign commercial,121,16
train,1311.json,false,0,not_credible,signed largest single tax cut history florida billion tax cut five years directed property tax cuts,"florida,taxes",charlie-crist,,Florida,democrat,speaking to a group of Michigan Republicans,99,16
train,7079.json,mostly-true,1,credible,revenues percent gdp still range lowest ever,federal-budget,saxby-chambliss,U.S. Senator,Georgia,republican,an interview,44,7
train,189.json,true,1,credible,sort services romneys health care plan provide per state web site copay abortions,abortion,fred-thompson,Actor,Tennessee,republican,a press release,81,13
train,11936.json,mostly-true,1,credible,new hampshire spent million jeb bush spent million came five came number one,"campaign-finance,elections",donald-trump,President-Elect,New York,republican,a Republican debate,76,13
train,1944.json,false,0,not_credible,social security like told money year borrowing general treasury,social-security,michele-bachmann,Congresswoman,Minnesota,republican,,63,9
train,706.json,pants-fire,0,not_credible,says obama called sarah palin pig,candidates-biography,john-mccain,U.S. senator,Arizona,republican,a Web ad,33,6
train,11190.json,mostly-true,1,credible,wisconsins pension system one fully funded country,"disability,pensions,retirement,state-finances,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,a tweet,50,7
train,756.json,true,1,credible,says tax plan seniors making less per year wont pay income taxes,taxes,barack-obama,President,Illinois,democrat,a TV ad.,64,12
train,11531.json,false,0,not_credible,koch brothers spending money either democratic republican parties elections,"campaign-finance,elections",bernie-s,U.S. Senator,Vermont,independent,a speech.,75,9
train,10349.json,mostly-true,1,credible,says jeb bush opposes marriage equality hes said personally believes gay couples banned adopting children,"children,corrections-and-updates,families,gays-and-lesbians",democratic-national-committee,,,none,a list of talking points,105,15
train,8490.json,barely-true,0,not_credible,natalyn archibong skipped atlanta city council meetings late time voted pay raise,candidates-biography,matt-rinker,,Georgia,none,a flier,81,12
train,7941.json,pants-fire,0,not_credible,republicanbacked state budget state education agency estimates expansion wisconsins school voucher program could cost nearly billion annually,"education,state-budget,state-finances,taxes",peter-barca,State Representative,Wisconsin,democrat,a fund-raising email,141,17
train,3663.json,true,1,credible,bush tax cuts helped create substantial part deficit,"bush-administration,deficit,taxes",dennis-kucinich,U.S. representative,Ohio,democrat,a radio interview,52,8
train,10139.json,mostly-true,1,credible,million nih dollars spent origami condoms,"ebola,public-health",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,a speech.,41,6
train,2888.json,barely-true,0,not_credible,says sen sherrod brown voted keep extreme jobkilling internal revenue service paperwork mandate,"jobs,taxes,voting-record",national-republican-senatorial-committee,,,republican,a news release,95,13
train,12380.json,mostly-true,1,credible,half illegal immigrants come legal visas overstay,immigration,ken-cuccinelli,Attorney General,Virginia,republican,a radio interview.,49,7
train,8917.json,false,0,not_credible,girl scouts usas curriculum promotes margaret sanger founder planned parenthood betty friedan founder naral prochoice proabortion women icons children emulate,"abortion,children,sexuality",american-life-league,Nonproft organization,,none,an email blast,158,20
train,8613.json,barely-true,0,not_credible,since congress raised salary times reflect rising costs raised minimum wage three times,"congress,economy,history,income,jobs,labor,poverty,states,workers",facebook-posts,Social media posting,,none,a Facebook posting,87,13
train,157.json,true,1,credible,alternative minimum tax never intended hit people middle income upper middle income meant people rich evading taxes,taxes,hillary-clinton,Presidential candidate,New York,democrat,Philadelphia,115,17
train,5290.json,pants-fire,0,not_credible,aids transmitted humans one guy sex monkey started sex men,"education,gays-and-lesbians,health-care,history,public-health,sexuality",stacey-campfield,State Senator,Tennessee,republican,an interview with Michelangelo Signorile on the Sirius satellite radio show “OutQ.”,58,10
train,10108.json,barely-true,0,not_credible,blocking travel countries ebola possible president barack obama sealed israel past,"ebola,foreign-policy,israel,public-health,transportation",tim-murphy,U.S. House of Representatives,Pennsylvania,republican,an interview on Fox News Sunday,82,11
train,4738.json,true,1,credible,average homeowner spends year energy costs either real estate taxes homeowners insurance,"energy,housing",johnny-isakson,U.S. Senator,Georgia,republican,a press release,88,12
train,9983.json,barely-true,0,not_credible,percent employed department education federal level deemed department nonessential employees,"education,federal-budget",joni-ernst,U.S. senator,Iowa,republican,a debate,92,10
train,4645.json,barely-true,0,not_credible,recent growth clear privatesector jobs fine,"economy,jobs",harry-reid,Senate Democratic Leader,Nevada,democrat,a Senate floor speech,43,6
train,13312.json,false,0,not_credible,says hillary clinton wrong say mocked disabled reporter,"candidates-biography,disability",donald-trump,President-Elect,New York,republican,the third presidential debate in Las Vegas,55,8
train,3346.json,false,0,not_credible,says many local governments wisconsin already require employees pay percent percent even percent health insurance premiums,"health-care,labor,state-budget",jennifer-shilling,"State Assembly member, 95th District",Wisconsin,democrat,a news release,122,16
train,26.json,mostly-true,1,credible,failings civil service encouraged system makes difficult fire someone even gross misconduct,federal-budget,john-mccain,U.S. senator,Arizona,republican,Oklahoma City.,91,12
train,9664.json,mostly-true,1,credible,mary burkes company trek bicycles makes bikes overseas,"labor,workers",scott-walker,Milwaukee County Executive,Wisconsin,republican,a campaign TV ad,54,8
